Date : 2023-04-12 20:26:54
Directory : c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK
Total : 356 files,  22319 codes, 233 comments, 3916 blanks, all 26468 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\dialog\QuestionDialog.kt                                                                                           | Kotlin          |         71 |          0 |         10 |         81 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\dialog\SuccessDialog.kt                                                                                            | Kotlin          |         54 |          0 |         12 |         66 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\ex\ActivityEx.kt                                                                                                   | Kotlin          |         43 |          0 |          6 |         49 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\ex\DialogEx.kt                                                                                                     | Kotlin          |          7 |          0 |          3 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\ex\EditTextEx.kt                                                                                                   | Kotlin          |         22 |          0 |          4 |         26 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\ex\FragmentEx.kt                                                                                                   | Kotlin          |         10 |          0 |          4 |         14 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\core\ex\ViewEx.kt                                                                                                       | Kotlin          |         10 |          0 |          2 |         12 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\BankAccount.kt                                                                                              | Kotlin          |          7 |          0 |          2 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\Bizum.kt                                                                                                    | Kotlin          |         18 |          0 |          3 |         21 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\CreditCard.kt                                                                                               | Kotlin          |         13 |          0 |          3 |         16 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\Mission.kt                                                                                                  | Kotlin          |          6 |          0 |          2 |          8 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\Movement.kt                                                                                                 | Kotlin          |         19 |          0 |          2 |         21 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\NoteMovement.kt                                                                                             | Kotlin          |          8 |          0 |          3 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\Notification.kt                                                                                             | Kotlin          |         15 |          0 |          3 |         18 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\RequestedBizum.kt                                                                                           | Kotlin          |         12 |          0 |          3 |         15 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\User.kt                                                                                                     | Kotlin          |         12 |          0 |          3 |         15 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\utils\CreditCardType.kt                                                                                     | Kotlin          |          4 |          0 |          1 |          5 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\utils\NotificationType.kt                                                                                   | Kotlin          |          4 |          0 |          1 |          5 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\models\utils\PaymentType.kt                                                                                        | Kotlin          |          4 |          0 |          1 |          5 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\HomeHeaderProvider.kt                                                                                    | Kotlin          |         12 |          0 |          2 |         14 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\InfoCardProvider.kt                                                                                      | Kotlin          |         30 |          0 |          3 |         33 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\MissionsProvider.kt                                                                                      | Kotlin          |         11 |          0 |          2 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\Prefs.kt                                                                                                 | Kotlin          |         41 |          0 |         16 |         57 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\PromotionsFeaturesProvider.kt                                                                            | Kotlin          |         12 |          0 |          3 |         15 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\PromotionsHeaderProvider.kt                                                                              | Kotlin          |         17 |          0 |          3 |         20 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\SettingsProvider.kt                                                                                      | Kotlin          |         21 |          0 |          2 |         23 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\AuthenticationRepository.kt                                                                     | Kotlin          |         97 |          7 |         19 |        123 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\BankAccountRepository.kt                                                                        | Kotlin          |         93 |          0 |         19 |        112 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\CreditCardRepository.kt                                                                         | Kotlin          |         89 |          0 |         14 |        103 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\FirebaseClient.kt                                                                               | Kotlin          |         13 |          0 |          4 |         17 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\MovementRepository.kt                                                                           | Kotlin          |        154 |          0 |         33 |        187 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\NoteMovementRepository.kt                                                                       | Kotlin          |         66 |          0 |         11 |         77 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\NotificationRepository.kt                                                                       | Kotlin          |        143 |          0 |         19 |        162 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\RequestedBizumRepository.kt                                                                     | Kotlin          |         58 |          0 |         16 |         74 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\providers\firebase\UserRepository.kt                                                                               | Kotlin          |        295 |          0 |         48 |        343 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\data\response\LoginResponse.kt                                                                                          | Kotlin          |          5 |          0 |          1 |          6 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\AcceptContactRequestUseCase.kt                                                                                   | Kotlin          |         20 |          0 |          4 |         24 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\CreateAccountUseCase.kt                                                                                          | Kotlin          |         19 |          0 |          3 |         22 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\CreateUserDataUseCase.kt                                                                                         | Kotlin          |         21 |          0 |          6 |         27 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\DeleteAccountUseCase.kt                                                                                          | Kotlin          |         26 |          0 |          4 |         30 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\DeleteUserContactUseCase.kt                                                                                      | Kotlin          |         15 |          0 |          4 |         19 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\ForgotPasswordUseCase.kt                                                                                         | Kotlin          |          6 |          0 |          3 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\InsertCreditCardUseCase.kt                                                                                       | Kotlin          |          7 |          0 |          3 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\InsertMovementUseCase.kt                                                                                         | Kotlin          |         31 |          0 |          4 |         35 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\LoginUseCase.kt                                                                                                  | Kotlin          |          8 |          0 |          3 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\SendEmailVerificationUseCase.kt                                                                                  | Kotlin          |          6 |          0 |          3 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\SendRequestBizumUseCase.kt                                                                                       | Kotlin          |         19 |          0 |          4 |         23 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\UpdateEmailUseCase.kt                                                                                            | Kotlin          |         32 |          0 |          5 |         37 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\UpdateNameUseCase.kt                                                                                             | Kotlin          |         20 |          0 |          4 |         24 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\UpdatePasswordUseCase.kt                                                                                         | Kotlin          |         22 |          0 |          4 |         26 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\domain\VerifyEmailUseCase.kt                                                                                            | Kotlin          |          7 |          0 |          4 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\GlobalViewModel.kt                                                                                                   | Kotlin          |        172 |          0 |         53 |        225 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\forgot_password\ForgotPasswordActivity.kt                                                                       | Kotlin          |         47 |          0 |         11 |         58 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\forgot_password\ForgotPasswordViewModel.kt                                                                      | Kotlin          |         39 |          0 |          7 |         46 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\login\LoginActivity.kt                                                                                          | Kotlin          |        188 |          0 |         33 |        221 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\login\LoginViewModel.kt                                                                                         | Kotlin          |        126 |          1 |         29 |        156 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\login\LoginViewState.kt                                                                                         | Kotlin          |          6 |          0 |          1 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\login\model\UserLogin.kt                                                                                        | Kotlin          |          6 |          0 |          1 |          7 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\signin\SignInActivity.kt                                                                                        | Kotlin          |        161 |          0 |         23 |        184 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\signin\SignInViewModel.kt                                                                                       | Kotlin          |         76 |          0 |         16 |         92 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\signin\SignInViewState.kt                                                                                       | Kotlin          |         10 |          0 |          1 |         11 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\signin\model\UserSignIn.kt                                                                                      | Kotlin          |         12 |          0 |          1 |         13 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\verification\VerificationActivity.kt                                                                            | Kotlin          |         87 |          0 |         21 |        108 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\auth\verification\VerificationViewModel.kt                                                                           | Kotlin          |         48 |          0 |         10 |         58 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\PrivacyPolicyFragment.kt                                                                                      | Kotlin          |         37 |          0 |         10 |         47 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\contacts\ContactsFragment.kt                                                                                  | Kotlin          |        132 |          0 |         29 |        161 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\contacts\ContactsRVAdapter.kt                                                                                 | Kotlin          |         86 |          0 |         19 |        105 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\contacts\ContactsViewModel.kt                                                                                 | Kotlin          |         38 |          0 |          9 |         47 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\contacts\add_contact\AddContactFragment.kt                                                                    | Kotlin          |        135 |          0 |         27 |        162 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\contacts\add_contact\AddContactViewModel.kt                                                                   | Kotlin          |         42 |          0 |          9 |         51 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\notifications\NotificationsFragment.kt                                                                        | Kotlin          |        177 |          0 |         31 |        208 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\notifications\NotificationsRVAdapter.kt                                                                       | Kotlin          |         67 |          0 |         15 |         82 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\notifications\NotificationsViewModel.kt                                                                       | Kotlin          |         69 |          0 |         16 |         85 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\notifications\contact_request_detail\ContactRequestDetailFragment.kt                                          | Kotlin          |        119 |          0 |         19 |        138 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\notifications\contact_request_detail\ContactRequestDetailViewModel.kt                                         | Kotlin          |         53 |          0 |         10 |         63 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\settings\SettingsFragment.kt                                                                                  | Kotlin          |         51 |          0 |         14 |         65 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\drawer\settings\SettingsRVAdapter.kt                                                                                 | Kotlin          |         35 |          0 |          9 |         44 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\HomeActivity.kt                                                                                                 | Kotlin          |        133 |          1 |         30 |        164 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\HomeViewModel.kt                                                                                                | Kotlin          |         30 |          0 |          9 |         39 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\CreditCardFragment.kt                                                                     | Kotlin          |         88 |          0 |         19 |        107 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\CreditCardRVAdapter.kt                                                                    | Kotlin          |         65 |          0 |         19 |         84 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\CreditCardViewModel.kt                                                                    | Kotlin          |         41 |          0 |         10 |         51 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\AddCreditCardFragment.kt                                                  | Kotlin          |         60 |          0 |         14 |         74 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\AddCreditCardRVAdapter.kt                                                 | Kotlin          |         58 |          0 |         15 |         73 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\credit_card_form\FormCreditCardFragment.kt          | Kotlin          |        103 |          0 |         21 |        124 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\credit_card_form\FormCreditCardViewModel.kt         | Kotlin          |         87 |          0 |         12 |         99 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\credit_card_form\FormCreditCardViewState.kt         | Kotlin          |          8 |          0 |          1 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\credit_card_form\model\FormCreditCard.kt            | Kotlin          |          8 |          0 |          2 |         10 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\debit_card_form\FormDebidCardFragment.kt            | Kotlin          |        102 |          0 |         17 |        119 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\debit_card_form\FormDebitCardViewModel.kt           | Kotlin          |         77 |          0 |         11 |         88 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\debit_card_form\FormDebitCardViewState.kt           | Kotlin          |          7 |          0 |          1 |          8 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\debit_card_form\model\FormDebitCard.kt              | Kotlin          |          7 |          0 |          1 |          8 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\prepaid_card_form\FormPrepaidCardFragment.kt        | Kotlin          |        106 |          0 |         21 |        127 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\prepaid_card_form\FormPrepaidCardViewModel.kt       | Kotlin          |         80 |          0 |          7 |         87 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\prepaid_card_form\FormPrepaidCardViewState.kt       | Kotlin          |          8 |          0 |          1 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\add_credit_card_forms\prepaid_card_form\model\FormPrepaidCard.kt          | Kotlin          |          8 |          0 |          1 |          9 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\add_credit_card\model\CreditCardInfo.kt                                                   | Kotlin          |          9 |          0 |          3 |         12 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\credit_cards_tab\info_card\InfoCardFragment.kt                                                             | Kotlin          |        109 |          0 |         22 |        131 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\FunctionsFragment.kt                                                                         | Kotlin          |         61 |          0 |         22 |         83 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\FunctionsViewModel.kt                                                                        | Kotlin          |         22 |          0 |          5 |         27 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\BizumFragment.kt                                                              | Kotlin          |        149 |          0 |         29 |        178 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\BizumHistoryRVAdapter.kt                                                      | Kotlin          |         86 |          0 |         17 |        103 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\BizumViewModel.kt                                                             | Kotlin          |         24 |          0 |          6 |         30 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_details\BizumDetailFragment.kt                                          | Kotlin          |        125 |          0 |         25 |        150 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_details\BizumDetailViewModel.kt                                         | Kotlin          |         15 |          0 |          4 |         19 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\AddressesRVAdapter.kt                                     | Kotlin          |         76 |          0 |         19 |         95 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\BizumFormFragment.kt                                      | Kotlin          |        263 |          0 |         48 |        311 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\BizumFormViewModel.kt                                     | Kotlin          |         86 |          0 |         22 |        108 |
| c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\java\com\bluemeth\simbank\src\ui\home\tabs\functions_tab\bizum_function\bizum_form_function\BizumFormViewState.kt                                     | Kotlin          |          8 |          0 |          2 |         10 |
